test_id,reference_number,test_cas,test_location,test_exposure_type,test_control_type,test_media_type,test_application_freq_unit,test_organism_lifestage,result_id,result_effect,result_endpoint,result_obs_duration_mean,result_conc1_type,result_conc1_mean_op,result_conc1_mean,result_conc1_mean_mol,media_ph_mean,media_temperature_mean,tax_all,tax_name,tax_class,tax_order,tax_family,tax_genus,tax_species,tax_gs,species_number,tax_group,tax_pdm_available,tax_eco_climate,tax_eco_ecozone,tax_eco_food,tax_eco_migrate5,tax_eco_migrate2,tax_ps_ampv,tax_ps_ampkap,tax_ps_amppm,tax_lh_amd,tax_lh_lbcm,tax_lh_lpcm,tax_lh_licm,tax_lh_ri#/d,result_conc1_mean_binary,result_conc1_mean_log,result_conc1_mean_mol_log
1064402,5184,80-56-8,LAB,S,M,FW,X,NR,3875,MOR,LC50,48.0,F,,41.0,0.0003009439217856,,22.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.61278385671974,-3.52151442376831
1064405,5184,634-90-2,LAB,S,M,FW,X,NR,4027,MOR,LC50,48.0,F,,9.7,4.49323688188052e-05,,22.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.986771734266245,-4.34744068494988
1064409,5184,71-43-2,LAB,S,M,FW,X,NR,4895,MOR,LC50,48.0,F,,200.0,0.0025603605507728,,22.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,2.30102999566398,-2.59169887289698
1064412,5184,1570-64-5,LAB,S,M,FW,X,NR,4898,MOR,LC50,48.0,F,,0.29,2.03394582883808e-06,,22.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.537602002101044,-5.69166061805535
1064418,5184,1570-65-6,LAB,S,M,FW,X,NR,5725,MOR,LC50,48.0,F,,0.43,2.4291039974113e-06,,22.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.366531544420413,-5.61455389131467
1064424,5184,7440-28-0,LAB,S,M,FW,X,NR,11193,MOR,LC50,48.0,T,,2.2,1.07113296973449e-05,,22.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.342422680822206,-4.97015661279335
1064436,5184,7726-95-6,LAB,S,M,FW,X,NR,71267,MOR,LC50,48.0,T,,1.0,6.25750906339118e-06,,22.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,0.0,-5.20359851268611
1064668,5197,52645-53-1,LAB,S,I,FW,X,JV,4464,MOR,LC50,48.0,F,min_max_average,0.0004,1.0222596827541501e-09,,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-3.39794000867204,-8.99043876715486
1064669,5197,52645-53-1,LAB,S,I,FW,X,AD,4465,MOR,LC50,48.0,F,min_max_average,0.0004,1.0222596827541501e-09,,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-3.39794000867204,-8.99043876715486
1066331,5331,74-83-9,LAB,S,S,FW,X,NR,36796,MOR,LC50,48.0,A,,2.2,2.31727733670742e-05,8.2,19.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.342422680822206,-4.63502198580702
1068041,5370,1982-47-4,LAB,S,S,FW,X,NR,88075,MOR,LC50,48.0,F,,2.95,1.0146173688736e-05,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.469822015978163,-4.99369770742232
1068043,5370,63-25-2,LAB,S,S,FW,X,NR,88077,MOR,LC50,48.0,A,,0.0095,4.72108322119416e-08,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-2.02227639471115,-7.32595834394772
1068045,5370,121-75-5,LAB,S,S,FW,X,NR,88079,MOR,LC50,48.0,A,,0.0016,4.8433478747950705e-09,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-2.79588001734408,-8.3148543365124
1068047,5370,333-41-5,LAB,S,S,FW,X,NR,88081,MOR,LC50,48.0,A,min_max_average,0.00078,2.5629230774321602e-09,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-3.10790539730952,-8.59126442836436
1068049,5370,60-51-5,LAB,S,S,FW,X,NR,88083,MOR,LC50,48.0,A,,0.58,2.52998909487459e-06,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.236572006437063,-5.59688135077912
1068051,5370,90-43-7,LAB,S,S,FW,X,NR,88085,MOR,LC50,48.0,A,,0.71,4.17129331306609e-06,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.148741651280925,-5.379729270770969
1068053,5370,62-73-7,LAB,S,S,FW,X,NR,88087,MOR,LC50,48.0,A,,8.5e-05,3.8466759981189803e-10,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-4.07058107428571,-9.41491439236616
1068070,5374,109-46-6,LAB,S,S,FW,X,NR,33728,MOR,LC50,48.0,F,,10.7,5.68151643177844e-05,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.02938377768521,-4.2455357329410095
1068072,5374,260-94-6,LAB,S,S,FW,X,NR,88089,MOR,LC50,48.0,F,,4.0,2.2318688538659e-05,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.602059991327962,-4.6513313284243
1068073,5374,91-22-5,LAB,S,S,FW,X,NR,88090,MOR,LC50,48.0,F,,42.0,0.0003251730385097,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.6232492903979,-3.48788547080197
1068075,5374,120-72-9,LAB,S,S,FW,X,NR,88092,MOR,LC50,48.0,F,,1.0,8.53599193915605e-06,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,0.0,-5.06874600370328
1068076,5374,132-65-0,LAB,S,S,FW,X,NR,88093,MOR,LC50,48.0,F,,0.42,2.27938788950967e-06,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.3767507096021,-5.64218176348161
1068078,5374,109-46-6,LAB,S,S,FW,X,NR,88095,MOR,LC50,48.0,F,,102.0,0.0005416025009732,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,2.00860017176192,-3.2663193388643
1068079,5374,119-65-3,LAB,S,S,FW,X,NR,88096,MOR,LC50,48.0,F,,25.1,0.0001943295977287,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.39967372148104,-3.71146104833827
1068081,5374,132-64-9,LAB,S,S,FW,X,NR,88098,MOR,LC50,48.0,F,,1.34,7.96694278455583e-06,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.127104798364808,-5.09870830175509
1068083,5374,91-64-5,LAB,S,S,FW,X,NR,88547,MOR,LC50,48.0,F,,13.5,9.23740094107609e-05,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.13033376849501,-4.03445020580683
1068085,5374,132-64-9,LAB,S,S,FW,X,NR,88561,MOR,LC50,48.0,F,,12.0,7.13457562796045e-05,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.07918124604762,-4.14663185407228
1068087,5374,95-15-8,LAB,S,S,FW,X,NR,88567,MOR,LC50,48.0,F,,2.9,2.16095384943896e-05,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.462397997898956,-4.665354508058
1068089,5374,141-90-2,LAB,S,S,FW,X,NR,88571,MOR,LC50,48.0,A,,7.7,6.00858397716337e-05,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.886490725172482,-4.22122786466325
1068092,5374,3483-12-3,LAB,S,S,FW,X,NR,88580,MOR,LC50,48.0,F,,27.0,0.0001750518609855,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.43136376415899,-3.7568332678669
1068093,5374,75-08-1,LAB,S,S,FW,X,NR,88581,MOR,LC50,48.0,F,,0.17,2.73619824686021e-06,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.769551078621726,-5.56285243970107
1068094,5374,598-52-7,LAB,S,S,FW,X,NR,88693,MOR,LC50,48.0,A,,9.5,0.0001053916137599,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.977723605288848,-3.97719394550544
1068096,5374,62-56-6,LAB,S,S,FW,X,NR,88747,MOR,LC50,48.0,A,,9.0,0.0001182343625231,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.954242509439325,-3.9272562858459903
1068097,5374,62-55-5,LAB,S,S,FW,X,NR,88788,MOR,LC50,48.0,F,,17.4,0.0002315985709583,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.2405492482826,-3.63526412468034
1068098,5374,105-55-5,LAB,S,S,FW,X,NR,88792,MOR,LC50,48.0,A,,193.0,0.0014595780551765,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,2.28555730900777,-2.8357726748959
1068099,5374,103-85-5,LAB,S,S,FW,X,NR,88795,MOR,LC50,48.0,A,,59.0,0.0003875968961165,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.77085201164214,-3.41161970944598
1068101,5374,102-08-9,LAB,S,S,FW,X,NR,117142,MOR,LC50,48.0,A,,67.0,0.0002934606487515,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.82607480270083,-3.53245012670209
1068102,5374,103-72-0,LAB,S,S,FW,X,NR,117146,MOR,LC50,48.0,F,,0.1,7.39754441619495e-07,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.0,-6.13091241857686
1068104,5374,2489-77-2,LAB,S,S,FW,X,NR,118175,MOR,LC50,48.0,F,,770.0,0.0065143825708994,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,2.88649072517248,-2.18612674015988
1068105,5374,107-03-9,LAB,S,S,FW,X,NR,118176,MOR,LC50,48.0,F,,0.06,7.87815088168789e-07,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.22184874961636,-6.10357570587557
1068106,5374,534-13-4,LAB,S,S,FW,X,NR,118177,MOR,LC50,48.0,F,,16.5,0.0001583949341463,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.21748394421391,-3.8002587123137506
1068107,5374,556-61-6,LAB,S,S,FW,X,NR,118178,MOR,LC50,48.0,F,,0.28,3.82984540640744e-06,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.552841968657781,-5.41681875618783
1068109,5374,592-82-5,LAB,S,S,FW,X,NR,118180,MOR,LC50,48.0,F,,0.43,3.7329628516913e-06,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.366531544420413,-5.42794633190219
1068111,5374,542-85-8,LAB,S,S,FW,X,NR,118182,MOR,LC50,48.0,F,,0.43,4.93458805384248e-06,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.366531544420413,-5.30674909697824
1068113,5374,622-78-6,LAB,S,S,FW,X,NR,118184,MOR,LC50,48.0,F,,0.043,2.88184425073172e-07,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.36653154442041,-6.54032949433243
1068114,5374,532-55-8,LAB,S,S,FW,X,NR,118185,MOR,LC50,48.0,F,,1.9,1.16428700997305e-05,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,0.278753600952829,-4.93393994796547
1068115,5374,625-53-6,LAB,S,S,FW,X,NR,118186,MOR,LC50,48.0,A,,14.0,0.0001343957016999,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.14612803567824,-3.87161462084942
1068117,5374,1516-32-1,LAB,S,S,FW,X,NR,118188,MOR,LC50,48.0,F,,18.7,0.0001414202571595,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.2718416065365,-3.84948837736718
1068118,5374,2257-09-2,LAB,S,S,FW,X,NR,118189,MOR,LC50,48.0,F,,0.13,7.96373411084233e-07,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.886056647693163,-6.09888324840877
1068119,5374,4044-65-9,LAB,S,S,FW,X,NR,118190,MOR,LC50,48.0,F,,0.077,4.00520156046814e-07,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.11350927482752,-6.39737562330099
1068120,5374,92-83-1,LAB,S,S,FW,X,NR,118191,MOR,LC50,48.0,F,,20.3,0.0001114025748065,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.30749603791321,-3.9531047713583503
1068122,5374,2741-06-2,LAB,S,S,FW,X,NR,133012,MOR,LC50,48.0,F,,80.2,0.0004448882126767,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.90417436828416,-3.35174910074167
1068123,5374,6972-05-0,LAB,S,S,FW,X,NR,133013,MOR,LC50,48.0,A,,42.0,0.0004031871050999,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.6232492903979,-3.39449336612976
1068126,5374,4104-75-0,LAB,S,S,FW,X,NR,133194,MOR,LC50,48.0,F,,96.4,0.0005798844851696,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.98407703390283,-3.23665851066091
1068127,5374,503-87-7,LAB,S,S,FW,X,NR,137839,MOR,LC50,48.0,A,,19.8,0.0001704838996388,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,1.29666519026153,-3.76831662915342
1068128,5374,631-67-4,LAB,S,S,FW,X,NR,162528,MOR,LC50,48.0,F,,417.0,0.004041480895199,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,0,2.62013605497376,-2.39345946984805
1068132,5375,95-51-2,LAB,S,S,FW,X,NR,89065,MOR,LC50,48.0,A,,0.13,1.01904836804099e-06,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.886056647693163,-5.99180520218123
1068135,5375,106-47-8,LAB,S,S,FW,X,NR,89068,MOR,LC50,48.0,A,,0.05,3.91941680015765e-07,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.30102999566398,-6.40677855015205
1068138,5375,100-61-8,LAB,S,S,FW,X,NR,89072,MOR,LC50,48.0,A,,0.15,1.39982831085262e-06,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-0.823908740944319,-5.85392522733729
1068153,5375,62-53-3,LAB,S,S,FW,X,NR,89743,MOR,LC50,48.0,F,,0.08,8.59023525298273e-07,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.09691001300806,-6.06599494237676
1068159,5375,108-42-9,LAB,S,S,FW,X,NR,89764,MOR,LC50,48.0,A,,0.1,7.8388336003153e-07,8.2,20.0,Branchiopoda Diplostraca Daphniidae Daphnia magna,Water Flea,Branchiopoda,Diplostraca,Daphniidae,Daphnia,magna,Daphnia_magna,5,crusta,True,C_D,TH_TP,P_D,no_migration,no_migration,0.1858,0.5809,1200.0,45.0,0.1,0.25,,,1,-1.0,-6.10574855448806
